gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,actq,atq,ceqq,dlcq,dlttq,dpq,dvpq,glaq,glpq,lctq,ltq,niitq,niq,piq,revtq,txtq,uceqq,xintq,capxy,oancfy,costat,dvpspq,prclq
001078,2017-09-30,2017,3,INDL,C,D,STD,ABT,USD,2017Q3,2017Q3,21377.0000,72248.0000,32032.0000,715.0000,23310.0000,756.0000,0.0000,7.0000,12.0000,7935.0000,40030.0000,,603.0000,634.0000,6829.0000,65.0000,,223.0000,790.0000,3930.0000,A,0.2650,47.830000000000
001078,2017-12-31,2017,4,INDL,C,D,STD,ABT,USD,2017Q4,2017Q4,20147.0000,76250.0000,30897.0000,714.0000,27210.0000,843.0000,0.0000,0.0000,0.0000,8912.0000,45152.0000,,-828.0000,583.0000,7589.0000,1438.0000,,249.0000,1135.0000,5570.0000,A,0.2650,53.195000000000
001078,2018-03-31,2018,1,INDL,C,D,STD,ABT,USD,2018Q1,2018Q1,14964.0000,70908.0000,31399.0000,737.0000,21154.0000,852.0000,0.0000,,,9010.0000,39307.0000,,418.0000,431.0000,7390.0000,22.0000,,227.0000,275.0000,1108.0000,A,0.2800,55.580000000000
001078,2018-06-30,2018,2,INDL,C,D,STD,ABT,USD,2018Q2,2018Q2,14122.0000,68415.0000,30577.0000,847.0000,19823.0000,850.0000,0.0000,,,8951.0000,37641.0000,,733.0000,777.0000,7767.0000,59.0000,,210.0000,573.0000,2352.0000,A,0.2800,56.810000000000
001078,2018-09-30,2018,3,INDL,C,D,STD,ABT,USD,2018Q3,2018Q3,18196.0000,71637.0000,30705.0000,4274.0000,19284.0000,813.0000,0.0000,,,12776.0000,40739.0000,,563.0000,718.0000,7656.0000,166.0000,,203.0000,927.0000,4535.0000,A,0.2800,60.320000000000
001078,2018-12-31,2018,4,INDL,C,D,STD,ABT,USD,2018Q4,2018Q4,14632.0000,67173.0000,30524.0000,207.0000,19359.0000,763.0000,0.0000,,,9012.0000,36451.0000,,654.0000,947.0000,7765.0000,292.0000,,186.0000,1394.0000,6300.0000,A,0.2800,65.440000000000
001078,2019-03-31,2019,1,INDL,C,D,STD,ABT,USD,2019Q1,2019Q1,14409.0000,67610.0000,30925.0000,405.0000,19500.0000,753.0000,0.0000,,,9113.0000,36481.0000,,672.0000,632.0000,7535.0000,-40.0000,,171.0000,335.0000,712.0000,A,0.3200,65.500000000000
001078,2019-06-30,2019,2,INDL,C,D,STD,ABT,USD,2019Q2,2019Q2,15195.0000,68427.0000,31686.0000,415.0000,19652.0000,751.0000,0.0000,,,9062.0000,36533.0000,,1006.0000,1102.0000,7979.0000,96.0000,,168.0000,803.0000,1772.0000,A,0.3200,72.360000000000
001078,2019-09-30,2019,3,INDL,C,D,STD,ABT,USD,2019Q3,2019Q3,16119.0000,68539.0000,31817.0000,1660.0000,18341.0000,754.0000,0.0000,,,10491.0000,36520.0000,,960.0000,1103.0000,8076.0000,143.0000,,167.0000,1204.0000,3720.0000,A,0.3200,81.020000000000
001078,2019-12-31,2019,4,INDL,C,D,STD,ABT,USD,2019Q4,2019Q4,15667.0000,67887.0000,31088.0000,1683.0000,17416.0000,756.0000,0.0000,,,10863.0000,36586.0000,,1049.0000,1240.0000,8314.0000,191.0000,,164.0000,1638.0000,6136.0000,A,0.3200,78.510000000000
001078,2020-03-31,2020,1,INDL,C,D,STD,ABT,USD,2020Q1,2020Q1,15498.0000,66777.0000,30218.0000,1468.0000,16804.0000,828.0000,0.0000,,,10808.0000,36350.0000,,564.0000,633.0000,7726.0000,89.0000,,139.0000,360.0000,715.0000,A,0.3600,61.610000000000
001078,2020-06-30,2020,2,INDL,C,D,STD,ABT,USD,2020Q2,2020Q2,17221.0000,68776.0000,30578.0000,1495.0000,18184.0000,825.0000,0.0000,,,10959.0000,37978.0000,,537.0000,526.0000,7328.0000,-11.0000,,134.0000,1002.0000,2037.0000,A,0.3600,75.350000000000
001078,2020-09-30,2020,3,INDL,C,D,STD,ABT,USD,2020Q3,2020Q3,17390.0000,69043.0000,31386.0000,214.0000,18349.0000,808.0000,0.0000,,,10257.0000,37448.0000,,1232.0000,1421.0000,8853.0000,189.0000,,137.0000,1498.0000,4103.0000,A,0.3600,90.430000000000
001078,2020-12-31,2020,4,INDL,C,D,STD,ABT,USD,2020Q4,2020Q4,20441.0000,72548.0000,32784.0000,461.0000,19429.0000,866.0000,0.0000,,,11907.0000,39545.0000,,2162.0000,2388.0000,10701.0000,230.0000,,136.0000,2177.0000,7901.0000,A,0.3600,103.130000000000
001078,2021-03-31,2021,1,INDL,C,D,STD,ABT,USD,2021Q1,2021Q1,21817.0000,72785.0000,33562.0000,955.0000,17489.0000,934.0000,0.0000,,,12462.0000,38997.0000,,1793.0000,2043.0000,10456.0000,250.0000,,135.0000,397.0000,2637.0000,A,0.4500,107.255100000000
001078,2021-06-30,2021,2,INDL,C,D,STD,ABT,USD,2021Q2,2021Q2,22627.0000,73269.0000,33800.0000,954.0000,17547.0000,874.0000,0.0000,,,12614.0000,39240.0000,,1189.0000,1348.0000,10223.0000,159.0000,,134.0000,810.0000,4765.0000,A,0.4500,105.360000000000
001078,2021-09-30,2021,3,INDL,C,D,STD,ABT,USD,2021Q3,2021Q3,23492.0000,73795.0000,34422.0000,951.0000,17446.0000,847.0000,0.0000,,,12867.0000,39157.0000,,2100.0000,2493.0000,10928.0000,393.0000,,133.0000,1271.0000,7466.0000,A,0.4500,115.480000000000
001078,2021-12-31,2021,4,INDL,C,D,STD,ABT,USD,2021Q4,2021Q4,24239.0000,75196.0000,35802.0000,999.0000,18252.0000,883.0000,0.0000,,,13105.0000,39172.0000,,1989.0000,2327.0000,11468.0000,338.0000,,131.0000,1885.0000,10533.0000,A,0.4500,114.400000000000
001078,2022-03-31,2022,1,INDL,C,D,STD,ABT,USD,2022Q1,2022Q1,23429.0000,74007.0000,35399.0000,4.0000,17086.0000,823.0000,0.0000,,,12647.0000,38378.0000,,2447.0000,2876.0000,11895.0000,429.0000,,131.0000,321.0000,2065.0000,A,0.4700,113.880000000000
001078,2022-06-30,2022,2,INDL,C,D,STD,ABT,USD,2022Q2,2022Q2,24956.0000,74202.0000,36490.0000,5.0000,16318.0000,822.0000,0.0000,,,12392.0000,37486.0000,,2018.0000,2352.0000,11257.0000,334.0000,,132.0000,700.0000,4475.0000,A,0.4700,101.240000000000
001078,2022-09-30,2022,3,INDL,C,D,STD,ABT,USD,2022Q3,2022Q3,24845.0000,72801.0000,35675.0000,1117.0000,15297.0000,815.0000,0.0000,,,13365.0000,36917.0000,,1435.0000,1758.0000,10410.0000,323.0000,,141.0000,1167.0000,7255.0000,A,0.4700,96.670000000000
001078,2022-12-31,2022,4,INDL,C,D,STD,ABT,USD,2022Q4,2022Q4,25224.0000,74438.0000,36686.0000,2481.0000,15465.0000,807.0000,0.0000,,,15489.0000,37533.0000,,1033.0000,1320.0000,10091.0000,287.0000,,154.0000,1777.0000,9581.0000,A,0.4700,93.250000000000
001078,2023-03-31,2023,1,INDL,C,D,STD,ABT,USD,2023Q1,2023Q1,24377.0000,73794.0000,37010.0000,2285.0000,14615.0000,806.0000,0.0000,,,14530.0000,36562.0000,,1318.0000,1562.0000,9747.0000,244.0000,,153.0000,380.0000,1143.0000,A,0.5100,96.390000000000
001078,2023-06-30,2023,2,INDL,C,D,STD,ABT,USD,2023Q2,2023Q2,23505.0000,73354.0000,37174.0000,2284.0000,14149.0000,800.0000,0.0000,,,14350.0000,35950.0000,,1375.0000,1636.0000,9978.0000,261.0000,,159.0000,887.0000,2346.0000,A,0.5100,100.040000000000
001078,2023-09-30,2023,3,INDL,C,D,STD,ABT,USD,2023Q3,2023Q3,22664.0000,72090.0000,37481.0000,1051.0000,14477.0000,824.0000,0.0000,,,13042.0000,34396.0000,,1436.0000,1671.0000,10143.0000,235.0000,,166.0000,1447.0000,4223.0000,A,0.5100,94.760000000000
001078,2023-12-31,2023,4,INDL,C,D,STD,ABT,USD,2023Q4,2023Q4,22670.0000,73214.0000,38603.0000,1325.0000,14548.0000,813.0000,0.0000,,,13841.0000,34387.0000,,1594.0000,1795.0000,10241.0000,201.0000,,159.0000,2202.0000,7261.0000,A,0.5100,89.674000000000
001078,2024-03-31,2024,1,INDL,C,D,STD,ABT,USD,2024Q1,2024Q1,22376.0000,72467.0000,38810.0000,2010.0000,12576.0000,805.0000,0.0000,,,14021.0000,33424.0000,,1225.0000,1436.0000,9964.0000,211.0000,,141.0000,398.0000,1025.0000,A,0.5500,109.110000000000
001078,2024-06-30,2024,2,INDL,C,D,STD,ABT,USD,2024Q2,2024Q2,23119.0000,73017.0000,39318.0000,1615.0000,13139.0000,805.0000,0.0000,-92.9500,-143.0000,13760.0000,33457.0000,,1302.0000,1607.0000,10377.0000,305.0000,,140.0000,931.0000,2985.0000,A,0.5500,100.640000000000
001078,2024-09-30,2024,3,INDL,C,D,STD,ABT,USD,2024Q3,2024Q3,23802.0000,74356.0000,39796.0000,2154.0000,12825.0000,801.0000,0.0000,0.0000,0.0000,14902.0000,34328.0000,,1646.0000,1940.0000,10635.0000,294.0000,,142.0000,1487.0000,5690.0000,A,0.5500,99.710000000000
001078,2024-12-31,2024,4,INDL,C,D,STD,ABT,USD,2024Q4,2024Q4,23656.0000,81414.0000,47664.0000,1754.0000,13521.0000,807.0000,0.0000,0.0000,0.0000,14157.0000,33513.0000,,9229.0000,2030.0000,10974.0000,-7199.0000,,136.0000,2207.0000,8558.0000,A,0.5500,111.280000000000
001161,2015-03-31,2015,1,INDL,C,D,STD,AMD,USD,2015Q1,2015Q1,2497.0000,3428.0000,17.0000,235.0000,2033.0000,46.0000,0.0000,,,1292.0000,3411.0000,,-180.0000,-177.0000,1030.0000,3.0000,,40.0000,22.0000,-173.0000,A,0.0000,2.140000000000
001161,2015-06-30,2015,2,INDL,C,D,STD,AMD,USD,2015Q2,2015Q2,2451.0000,3381.0000,-141.0000,235.0000,2034.0000,45.0000,0.0000,,,1399.0000,3522.0000,,-181.0000,-180.0000,942.0000,1.0000,,40.0000,39.0000,-231.0000,A,0.0000,2.200000000000
001161,2015-09-30,2015,3,INDL,C,D,STD,AMD,USD,2015Q3,2015Q3,2466.0000,3229.0000,-336.0000,230.0000,2030.0000,42.0000,0.0000,,,1449.0000,3565.0000,,-197.0000,-197.0000,1061.0000,0.0000,,39.0000,64.0000,-290.0000,A,0.0000,1.610000000000
001161,2015-12-31,2015,4,INDL,C,D,STD,AMD,USD,2015Q4,2015Q4,2320.0000,3109.0000,-412.0000,230.0000,2032.0000,34.0000,0.0000,,,1403.0000,3521.0000,,-102.0000,-92.0000,958.0000,10.0000,,39.0000,96.0000,-226.0000,A,0.0000,1.720000000000
001161,2016-03-31,2016,1,INDL,C,D,STD,AMD,USD,2016Q1,2016Q1,2226.0000,2981.0000,-503.0000,230.0000,2006.0000,33.0000,0.0000,,,1328.0000,3484.0000,,-109.0000,-108.0000,832.0000,1.0000,,40.0000,26.0000,-42.0000,A,0.0000,1.750000000000
001161,2016-06-30,2016,2,INDL,C,D,STD,AMD,USD,2016Q2,2016Q2,2506.0000,3316.0000,-413.0000,226.0000,2012.0000,33.0000,0.0000,123.0000,150.0000,1581.0000,3729.0000,,69.0000,98.0000,1027.0000,29.0000,,41.0000,47.0000,-127.0000,A,0.0000,2.600000000000
001161,2016-09-30,2016,3,INDL,C,D,STD,AMD,USD,2016Q3,2016Q3,2824.0000,3616.0000,385.0000,0.0000,1632.0000,33.0000,0.0000,-3.0000,-4.0000,1473.0000,3231.0000,,-406.0000,-402.0000,1307.0000,4.0000,,41.0000,56.0000,-98.0000,A,0.0000,4.820000000000
001161,2016-12-31,2016,4,INDL,C,D,STD,AMD,USD,2016Q4,2016Q4,2530.0000,3321.0000,416.0000,0.0000,1435.0000,34.0000,0.0000,0.0000,0.0000,1346.0000,2905.0000,,-51.0000,-46.0000,1106.0000,5.0000,,34.0000,77.0000,90.0000,A,0.0000,6.220000000000
001161,2017-03-31,2017,1,INDL,C,D,STD,AMD,USD,2017Q1,2017Q1,2498.0000,3299.0000,409.0000,0.0000,1408.0000,34.0000,0.0000,,,1372.0000,2890.0000,,-33.0000,-28.0000,1178.0000,5.0000,,32.0000,23.0000,-299.0000,A,0.0000,9.420000000000
001161,2017-06-30,2017,2,INDL,C,D,STD,AMD,USD,2017Q2,2017Q2,2511.0000,3370.0000,417.0000,42.0000,1375.0000,35.0000,0.0000,,,1449.0000,2953.0000,,-42.0000,-39.0000,1151.0000,3.0000,,32.0000,35.0000,-381.0000,A,0.0000,9.850000000000
001161,2017-09-30,2017,3,INDL,C,D,STD,AMD,USD,2017Q3,2017Q3,2699.0000,3586.0000,520.0000,70.0000,1356.0000,36.0000,0.0000,,,1591.0000,3066.0000,,61.0000,83.0000,1584.0000,22.0000,,31.0000,69.0000,-315.0000,A,0.0000,11.860000000000
001161,2017-12-31,2017,4,INDL,C,D,STD,AMD,USD,2017Q4,2017Q4,2622.0000,3540.0000,611.0000,70.0000,1325.0000,39.0000,0.0000,2.0000,3.0000,1486.0000,2929.0000,,-19.0000,-31.0000,1340.0000,-12.0000,,31.0000,113.0000,68.0000,A,0.0000,9.700000000000
001161,2018-03-31,2018,1,INDL,C,D,STD,AMD,USD,2018Q1,2018Q1,2751.0000,3763.0000,715.0000,223.0000,1165.0000,44.0000,0.0000,,,1697.0000,3048.0000,,81.0000,89.0000,1647.0000,8.0000,,31.0000,46.0000,-86.0000,A,0.0000,9.790000000000
001161,2018-06-30,2018,2,INDL,C,D,STD,AMD,USD,2018Q2,2018Q2,3099.0000,4103.0000,879.0000,223.0000,1170.0000,42.0000,0.0000,,,1868.0000,3224.0000,,116.0000,122.0000,1756.0000,6.0000,,31.0000,89.0000,-131.0000,A,0.0000,9.040000000000
001161,2018-09-30,2018,3,INDL,C,D,STD,AMD,USD,2018Q3,2018Q3,3314.0000,4347.0000,1125.0000,136.0000,1167.0000,41.0000,0.0000,,,1878.0000,3222.0000,,102.0000,114.0000,1653.0000,12.0000,,30.0000,122.0000,-36.0000,A,0.0000,14.740000000000
001161,2018-12-31,2018,4,INDL,C,D,STD,AMD,USD,2018Q4,2018Q4,3540.0000,4556.0000,1266.0000,136.0000,1114.0000,43.0000,0.0000,,,1984.0000,3290.0000,,38.0000,3.0000,1419.0000,-35.0000,,29.0000,163.0000,34.0000,A,0.0000,16.030000000000
001161,2019-03-31,2019,1,INDL,C,D,STD,AMD,USD,2019Q1,2019Q1,3677.0000,4931.0000,1788.0000,108.0000,1237.0000,46.0000,0.0000,,,1764.0000,3143.0000,,16.0000,3.0000,1272.0000,-13.0000,,27.0000,62.0000,-213.0000,A,0.0000,16.940000000000
001161,2019-06-30,2019,2,INDL,C,D,STD,AMD,USD,2019Q2,2019Q2,3754.0000,5102.0000,1901.0000,38.0000,1242.0000,52.0000,0.0000,,,1804.0000,3201.0000,,35.0000,37.0000,1531.0000,2.0000,,25.0000,120.0000,-183.0000,A,0.0000,25.830000000000
001161,2019-09-30,2019,3,INDL,C,D,STD,AMD,USD,2019Q3,2019Q3,3912.0000,5253.0000,2176.0000,38.0000,1073.0000,60.0000,0.0000,,,1864.0000,3077.0000,,120.0000,127.0000,1801.0000,7.0000,,24.0000,175.0000,51.0000,A,0.0000,27.650000000000
001161,2019-12-31,2019,4,INDL,C,D,STD,AMD,USD,2019Q4,2019Q4,4597.0000,6028.0000,2827.0000,43.0000,685.0000,64.0000,0.0000,,,2359.0000,3201.0000,,170.0000,205.0000,2127.0000,35.0000,,18.0000,217.0000,493.0000,A,0.0000,27.430000000000
001161,2020-03-31,2020,1,INDL,C,D,STD,AMD,USD,2020Q1,2020Q1,4390.0000,5864.0000,3037.0000,,699.0000,68.0000,0.0000,,,1985.0000,2827.0000,,162.0000,168.0000,1786.0000,6.0000,,13.0000,55.0000,-65.0000,A,0.0000,36.750000000000
001161,2020-06-30,2020,2,INDL,C,D,STD,AMD,USD,2020Q2,2020Q2,5109.0000,6583.0000,3305.0000,200.0000,694.0000,72.0000,0.0000,,,2434.0000,3278.0000,,157.0000,161.0000,1932.0000,4.0000,,14.0000,146.0000,178.0000,A,0.0000,41.700000000000
001161,2020-09-30,2020,3,INDL,C,D,STD,AMD,USD,2020Q3,2020Q3,5500.0000,7023.0000,3867.0000,,578.0000,82.0000,0.0000,,,2417.0000,3156.0000,,390.0000,402.0000,2801.0000,12.0000,,11.0000,220.0000,517.0000,A,0.0000,51.600000000000
001161,2020-12-31,2020,4,INDL,C,D,STD,AMD,USD,2020Q4,2020Q4,6143.0000,8962.0000,5837.0000,41.0000,531.0000,90.0000,0.0000,,,2417.0000,3125.0000,,1781.0000,549.0000,3244.0000,-1232.0000,,9.0000,294.0000,1071.0000,A,0.0000,73.757300000000
001161,2021-03-31,2021,1,INDL,C,D,STD,AMD,USD,2021Q1,2021Q1,7197.0000,10047.0000,6477.0000,,551.0000,95.0000,0.0000,,,2864.0000,3570.0000,,555.0000,644.0000,3445.0000,89.0000,,9.0000,66.0000,898.0000,A,0.0000,73.860000000000
001161,2021-06-30,2021,2,INDL,C,D,STD,AMD,USD,2021Q2,2021Q2,7818.0000,10691.0000,7065.0000,,553.0000,97.0000,0.0000,,,2892.0000,3626.0000,,710.0000,823.0000,3850.0000,113.0000,,10.0000,130.0000,1850.0000,A,0.0000,72.500000000000
001161,2021-09-30,2021,3,INDL,C,D,STD,AMD,USD,2021Q3,2021Q3,7988.0000,11153.0000,7136.0000,312.0000,270.0000,97.0000,0.0000,,,3564.0000,4017.0000,,923.0000,1005.0000,4313.0000,82.0000,,7.0000,215.0000,2699.0000,A,0.0000,84.240000000000
001161,2021-12-31,2021,4,INDL,C,D,STD,AMD,USD,2021Q4,2021Q4,8583.0000,12419.0000,7497.0000,383.0000,349.0000,118.0000,0.0000,,,4240.0000,4922.0000,,974.0000,1203.0000,4826.0000,229.0000,,8.0000,301.0000,3521.0000,A,0.0000,99.820000000000
001161,2022-03-31,2022,1,INDL,C,D,STD,AMD,USD,2022Q1,2022Q1,13369.0000,66915.0000,55333.0000,312.0000,1845.0000,609.0000,0.0000,,,5581.0000,11582.0000,,786.0000,899.0000,5887.0000,113.0000,,13.0000,71.0000,995.0000,A,0.0000,99.350000000000
001161,2022-06-30,2022,2,INDL,C,D,STD,AMD,USD,2022Q2,2022Q2,13462.0000,67502.0000,55169.0000,312.0000,2887.0000,1180.0000,0.0000,,,5523.0000,12333.0000,,447.0000,501.0000,6550.0000,54.0000,,25.0000,203.0000,2033.0000,A,0.0000,75.480000000000
001161,2022-09-30,2022,3,INDL,C,D,STD,AMD,USD,2022Q3,2022Q3,14420.0000,67811.0000,54542.0000,,2890.0000,1165.0000,0.0000,,,6691.0000,13269.0000,,66.0000,-69.0000,5565.0000,-135.0000,,31.0000,326.0000,2998.0000,A,0.0000,62.830100000000
001161,2022-12-31,2022,4,INDL,C,D,STD,AMD,USD,2022Q4,2022Q4,15019.0000,67580.0000,54750.0000,93.0000,2863.0000,1220.0000,0.0000,,,6369.0000,12830.0000,,21.0000,-133.0000,5599.0000,-154.0000,,19.0000,450.0000,3565.0000,A,0.0000,54.570000000000
001161,2023-03-31,2023,1,INDL,C,D,STD,AMD,USD,2023Q1,2023Q1,15658.0000,67634.0000,54694.0000,,2848.0000,982.0000,0.0000,,,6577.0000,12940.0000,,-139.0000,-126.0000,5353.0000,13.0000,,25.0000,158.0000,486.0000,A,0.0000,60.050000000000
001161,2023-06-30,2023,2,INDL,C,D,STD,AMD,USD,2023Q2,2023Q2,16505.0000,67967.0000,55136.0000,753.0000,2107.0000,849.0000,0.0000,,,7572.0000,12831.0000,,27.0000,4.0000,5359.0000,-23.0000,,28.0000,283.0000,865.0000,A,0.0000,81.020000000000
001161,2023-09-30,2023,3,INDL,C,D,STD,AMD,USD,2023Q3,2023Q3,16688.0000,67626.0000,54970.0000,752.0000,2110.0000,823.0000,0.0000,,,7627.0000,12656.0000,,299.0000,260.0000,5800.0000,-39.0000,,26.0000,407.0000,1286.0000,A,0.0000,94.460000000000
001161,2023-12-31,2023,4,INDL,C,D,STD,AMD,USD,2023Q4,2023Q4,16768.0000,67885.0000,55892.0000,857.0000,2252.0000,799.0000,0.0000,,,6689.0000,11993.0000,,667.0000,370.0000,6168.0000,-297.0000,,27.0000,546.0000,1667.0000,A,0.0000,93.115000000000
001161,2024-03-31,2024,1,INDL,C,D,STD,AMD,USD,2024Q1,2024Q1,17084.0000,67895.0000,56198.0000,750.0000,2248.0000,784.0000,0.0000,,,6474.0000,11697.0000,,123.0000,71.0000,5473.0000,-52.0000,,25.0000,142.0000,521.0000,A,0.0000,133.741300000000
001161,2024-06-30,2024,2,INDL,C,D,STD,AMD,USD,2024Q2,2024Q2,17465.0000,67886.0000,56538.0000,,2245.0000,769.0000,0.0000,,,6195.0000,11348.0000,,265.0000,306.0000,5835.0000,41.0000,,25.0000,296.0000,1114.0000,A,0.0000,141.155000000000
001161,2024-09-30,2024,3,INDL,C,D,STD,AMD,USD,2024Q3,2024Q3,18735.0000,69636.0000,56985.0000,,2238.0000,756.0000,0.0000,,,7500.0000,12651.0000,,771.0000,744.0000,6819.0000,-27.0000,,23.0000,428.0000,1742.0000,A,0.0000,121.825000000000
001161,2024-12-31,2024,4,INDL,C,D,STD,AMD,USD,2024Q4,2024Q4,19049.0000,69226.0000,57568.0000,109.0000,2212.0000,770.0000,0.0000,,,7281.0000,11658.0000,,482.0000,901.0000,7658.0000,419.0000,,19.0000,636.0000,3041.0000,A,0.0000,117.900000000000
001300,2015-03-31,2015,1,INDL,C,D,STD,HON,USD,2015Q1,2015Q1,22272.0000,45357.0000,17542.0000,4046.0000,5661.0000,216.0000,0.0000,,,15432.0000,27438.0000,,1116.0000,1564.0000,9213.0000,418.0000,,82.0000,165.0000,421.0000,A,0.5175,96.500000000000
001300,2015-06-30,2015,2,INDL,C,D,STD,HON,USD,2015Q2,2015Q2,23180.0000,46412.0000,18457.0000,4157.0000,5562.0000,226.0000,0.0000,,,15574.0000,27556.0000,,1194.0000,1662.0000,9775.0000,440.0000,,82.0000,408.0000,1829.0000,A,0.5175,100.150000000000
001300,2015-09-30,2015,3,INDL,C,D,STD,HON,USD,2015Q3,2015Q3,23479.0000,46625.0000,17760.0000,4968.0000,5599.0000,219.0000,0.0000,,,16367.0000,28458.0000,,1264.0000,1707.0000,9611.0000,431.0000,,77.0000,685.0000,3495.0000,A,0.5175,87.000000000000
001300,2015-12-31,2015,4,INDL,C,D,STD,HON,USD,2015Q4,2015Q4,20053.0000,49316.0000,18283.0000,6514.0000,5554.0000,222.0000,0.0000,,,18371.0000,30608.0000,,1194.0000,1653.0000,9982.0000,450.0000,,89.0000,1073.0000,5454.0000,A,0.5950,93.010000000000
001300,2016-03-31,2016,1,INDL,C,D,STD,HON,USD,2016Q1,2016Q1,19532.0000,50365.0000,18197.0000,4257.0000,9700.0000,253.0000,0.0000,,,15659.0000,31990.0000,,1216.0000,1628.0000,9522.0000,402.0000,,92.0000,194.0000,257.0000,A,0.5950,93.709400000000
001300,2016-06-30,2016,2,INDL,C,D,STD,HON,USD,2016Q2,2016Q2,20380.0000,51181.0000,18771.0000,4406.0000,9607.0000,260.0000,0.0000,,,15911.0000,32236.0000,,1319.0000,1755.0000,9991.0000,428.0000,,90.0000,475.0000,1801.0000,A,0.5950,110.200000000000
001300,2016-09-30,2016,3,INDL,C,D,STD,HON,USD,2016Q3,2016Q3,21834.0000,53556.0000,19191.0000,6250.0000,9608.0000,260.0000,0.0000,,,18213.0000,34182.0000,,1240.0000,1632.0000,9804.0000,384.0000,,80.0000,749.0000,3456.0000,A,0.5950,111.000000000000
001300,2016-12-31,2016,4,INDL,C,D,STD,HON,USD,2016Q4,2016Q4,23058.0000,54146.0000,19369.0000,3593.0000,12182.0000,257.0000,0.0000,114.4000,176.0000,16331.0000,34596.0000,,1034.0000,1432.0000,9985.0000,387.0000,,98.0000,1095.0000,5498.0000,A,0.6650,105.247500000000
001300,2017-03-31,2017,1,INDL,C,D,STD,HON,USD,2017Q1,2017Q1,23580.0000,54779.0000,20323.0000,4686.0000,11181.0000,271.0000,0.0000,,,17281.0000,34301.0000,,1326.0000,1724.0000,9492.0000,392.0000,,80.0000,168.0000,940.0000,A,0.6650,115.560000000000
