gvkey,iid,datadate,tic,cshtrm,prccm,trt1m,cmth,cshom,cyear,gind,gsector
001078,01,2017-12-31,ABT,128075158.0000,57.0700,1.2418,12,1740601000,2017,351010,35
001078,01,2018-01-31,ABT,153918003.0000,62.1600,9.4095,1,1740601000,2018,351010,35
001078,01,2018-02-28,ABT,139904162.0000,60.3300,-2.9440,2,1746334000,2018,351010,35
001078,01,2018-03-31,ABT,136394785.0000,59.9200,-0.6796,3,1746334000,2018,351010,35
001078,01,2018-04-30,ABT,132901865.0000,58.1300,-2.5200,4,1746334000,2018,351010,35
001078,01,2018-05-31,ABT,118552361.0000,61.5300,5.8490,5,1753188000,2018,351010,35
001078,01,2018-06-30,ABT,106640480.0000,60.9900,-0.8776,6,1753188000,2018,351010,35
001078,01,2018-07-31,ABT,107851712.0000,65.5400,7.9193,7,1753188000,2018,351010,35
001078,01,2018-08-31,ABT,94450980.0000,66.8400,1.9835,8,1754319000,2018,351010,35
001078,01,2018-09-30,ABT,108168582.0000,73.3600,9.7546,9,1754319000,2018,351010,35
001078,01,2018-10-31,ABT,181323816.0000,68.9400,-5.6434,10,1754319000,2018,351010,35
001078,01,2018-11-30,ABT,132304771.0000,74.0500,7.4122,11,1756333000,2018,351010,35
001078,01,2018-12-31,ABT,138650400.0000,72.3300,-2.3228,12,1756333000,2018,351010,35
001078,01,2019-01-31,ABT,153879395.0000,72.9800,1.3411,1,1756333000,2019,351010,35
001078,01,2019-02-28,ABT,107978447.0000,77.6200,6.3579,2,1756470000,2019,351010,35
001078,01,2019-03-31,ABT,119114694.0000,79.9400,2.9889,3,1756470000,2019,351010,35
001078,01,2019-04-30,ABT,117587865.0000,79.5600,-0.0751,4,1756470000,2019,351010,35
001078,01,2019-05-31,ABT,104290755.0000,76.1300,-4.3112,5,1764181000,2019,351010,35
001078,01,2019-06-30,ABT,114597559.0000,84.1000,10.4689,6,1764181000,2019,351010,35
001078,01,2019-07-31,ABT,102444832.0000,87.1000,3.9477,7,1764181000,2019,351010,35
001078,01,2019-08-31,ABT,103124077.0000,85.3200,-2.0436,8,1767398000,2019,351010,35
001078,01,2019-09-30,ABT,79362682.0000,83.6700,-1.9339,9,1767398000,2019,351010,35
001078,01,2019-10-31,ABT,112863488.0000,83.6100,0.3107,10,1767398000,2019,351010,35
001078,01,2019-11-30,ABT,97006851.0000,85.4500,2.2007,11,1768456000,2019,351010,35
001078,01,2019-12-31,ABT,84056302.0000,86.8600,1.6501,12,1768456000,2019,351010,35
001078,01,2020-01-31,ABT,119031805.0000,87.1400,0.7368,1,1768456000,2020,351010,35
001078,01,2020-02-29,ABT,101828649.0000,77.0300,-11.6020,2,1763433000,2020,351010,35
001078,01,2020-03-31,ABT,310367493.0000,78.9100,2.4406,3,1763433000,2020,351010,35
001078,01,2020-04-30,ABT,234676344.0000,92.0900,17.1588,4,1768845000,2020,351010,35
001078,01,2020-05-31,ABT,143546304.0000,94.9200,3.0731,5,1768845000,2020,351010,35
001078,01,2020-06-30,ABT,141709975.0000,91.4300,-3.6768,6,1768845000,2020,351010,35
001078,01,2020-07-31,ABT,104470692.0000,100.6400,10.4670,7,1770530000,2020,351010,35
001078,01,2020-08-31,ABT,120631730.0000,109.4700,8.7738,8,1770530000,2020,351010,35
001078,01,2020-09-30,ABT,111306819.0000,108.8300,-0.5846,9,1770530000,2020,351010,35
001078,01,2020-10-31,ABT,102757501.0000,105.1100,-3.0874,10,1770530000,2020,351010,35
001078,01,2020-11-30,ABT,103356686.0000,108.2200,2.9588,11,1772362000,2020,351010,35
001078,01,2020-12-31,ABT,97926734.0000,109.4900,1.1735,12,1772362000,2020,351010,35
001078,01,2021-01-31,ABT,108905519.0000,123.5900,13.2889,1,1772362000,2021,351010,35
001078,01,2021-02-28,ABT,92325624.0000,119.7800,-3.0828,2,1771529000,2021,351010,35
001078,01,2021-03-31,ABT,119555111.0000,119.8400,0.0501,3,1771529000,2021,351010,35
001078,01,2021-04-30,ABT,106510967.0000,120.0800,0.5758,4,1771529000,2021,351010,35
001078,01,2021-05-31,ABT,96794586.0000,116.6500,-2.8564,5,1776820000,2021,351010,35
001078,01,2021-06-30,ABT,197781080.0000,115.9300,-0.6172,6,1776820000,2021,351010,35
001078,01,2021-07-31,ABT,99464482.0000,120.9800,4.7442,7,1776820000,2021,351010,35
001078,01,2021-08-31,ABT,88391319.0000,126.3700,4.4553,8,1772817000,2021,351010,35
001078,01,2021-09-30,ABT,97645056.0000,118.1300,-6.5205,9,1772817000,2021,351010,35
001078,01,2021-10-31,ABT,110041719.0000,128.8900,9.4895,10,1772817000,2021,351010,35
001078,01,2021-11-30,ABT,111412591.0000,125.7700,-2.4207,11,1768287000,2021,351010,35
001078,01,2021-12-31,ABT,117773298.0000,140.7400,11.9027,12,1768287000,2021,351010,35
001078,01,2022-01-31,ABT,155489464.0000,127.4600,-9.1019,1,1768287000,2022,351010,35
001078,01,2022-02-28,ABT,111215079.0000,120.6200,-5.3664,2,1763482000,2022,351010,35
001078,01,2022-03-31,ABT,123089044.0000,118.3600,-1.8737,3,1763482000,2022,351010,35
001078,01,2022-04-30,ABT,102369433.0000,113.5000,-3.7090,4,1763482000,2022,351010,35
001078,01,2022-05-31,ABT,125552106.0000,117.4600,3.4890,5,1750942000,2022,351010,35
001078,01,2022-06-30,ABT,112063814.0000,108.6500,-7.5004,6,1750942000,2022,351010,35
001078,01,2022-07-31,ABT,93480584.0000,108.8400,0.6075,7,1750942000,2022,351010,35
001078,01,2022-08-31,ABT,89854895.0000,102.6500,-5.6872,8,1751220000,2022,351010,35
001078,01,2022-09-30,ABT,116794013.0000,96.7600,-5.7379,9,1751220000,2022,351010,35
001078,01,2022-10-31,ABT,154019934.0000,98.9400,2.7387,10,1751220000,2022,351010,35
001078,01,2022-11-30,ABT,108221363.0000,107.5800,8.7326,11,1743574000,2022,351010,35
001078,01,2022-12-31,ABT,91856296.0000,109.7900,2.0543,12,1743574000,2022,351010,35
001078,01,2023-01-31,ABT,102608288.0000,110.5500,1.1568,1,1743574000,2023,351010,35
001078,01,2023-02-28,ABT,88629595.0000,101.7200,-7.9873,2,1737946000,2023,351010,35
001078,01,2023-03-31,ABT,129176492.0000,101.2600,-0.4522,3,1737946000,2023,351010,35
001078,01,2023-04-30,ABT,111517600.0000,110.4700,9.5991,4,1737946000,2023,351010,35
001078,01,2023-05-31,ABT,92185735.0000,102.0000,-7.6672,5,1738947000,2023,351010,35
001078,01,2023-06-30,ABT,108454933.0000,109.0200,6.8824,6,1738947000,2023,351010,35
001078,01,2023-07-31,ABT,97299207.0000,111.3300,2.5867,7,1738947000,2023,351010,35
001078,01,2023-08-31,ABT,96265978.0000,102.9000,-7.5721,8,1735358000,2023,351010,35
001078,01,2023-09-30,ABT,88113234.0000,96.8500,-5.8795,9,1735358000,2023,351010,35
001078,01,2023-10-31,ABT,154038932.0000,94.5500,-1.8482,10,1735358000,2023,351010,35
001078,01,2023-11-30,ABT,127312571.0000,104.2900,10.3014,11,1736059000,2023,351010,35
001078,01,2023-12-31,ABT,96911428.0000,110.0700,5.5422,12,1736059000,2023,351010,35
001078,01,2024-01-31,ABT,112943470.0000,113.1500,3.2979,1,1736059000,2024,351010,35
001078,01,2024-02-29,ABT,106392596.0000,118.6400,4.8520,2,1735184000,2024,351010,35
001078,01,2024-03-31,ABT,131172086.0000,113.6600,-4.1976,3,1735184000,2024,351010,35
001078,01,2024-04-30,ABT,116282440.0000,105.9700,-6.2819,4,1735184000,2024,351010,35
001078,01,2024-05-31,ABT,125445323.0000,102.1900,-3.5670,5,1739634000,2024,351010,35
001078,01,2024-06-30,ABT,115315678.0000,103.9100,1.6831,6,1739634000,2024,351010,35
001078,01,2024-07-31,ABT,168181985.0000,105.9400,2.4829,7,1739634000,2024,351010,35
001078,01,2024-08-31,ABT,115613173.0000,113.2700,6.9190,8,1739897000,2024,351010,35
001078,01,2024-09-30,ABT,97552023.0000,114.0100,0.6533,9,1739897000,2024,351010,35
001078,01,2024-10-31,ABT,114068015.0000,113.3700,-0.0789,10,1739897000,2024,351010,35
001078,01,2024-11-30,ABT,105692390.0000,118.7700,4.7632,11,1734455000,2024,351010,35
001078,01,2024-12-31,ABT,98778548.0000,113.1100,-4.7655,12,1734455000,2024,351010,35
001161,01,2015-01-31,AMD,443505966.0000,2.5700,-3.7453,1,775340000,2015,453010,45
001161,01,2015-02-28,AMD,339108376.0000,3.1100,21.0117,2,777300000,2015,453010,45
001161,01,2015-03-31,AMD,269321404.0000,2.6800,-13.8264,3,777735000,2015,453010,45
001161,01,2015-04-30,AMD,334340235.0000,2.2600,-15.6716,4,778060000,2015,453010,45
001161,01,2015-05-31,AMD,209423317.0000,2.2800,0.8850,5,778060000,2015,453010,45
001161,01,2015-06-30,AMD,388806275.0000,2.4000,5.2632,6,778060000,2015,453010,45
001161,01,2015-07-31,AMD,404968509.0000,1.9300,-19.5833,7,779178000,2015,453010,45
001161,01,2015-08-31,AMD,252130743.0000,1.8100,-6.2176,8,779178000,2015,453010,45
001161,01,2015-09-30,AMD,187846051.0000,1.7200,-4.9724,9,779178000,2015,453010,45
001161,01,2015-10-31,AMD,205058478.0000,2.1200,23.2558,10,779178000,2015,453010,45
001161,01,2015-11-30,AMD,135483079.0000,2.3600,11.3208,11,790189000,2015,453010,45
001161,01,2015-12-31,AMD,266024458.0000,2.8700,21.6102,12,792398000,2015,453010,45
001161,01,2016-01-31,AMD,355087562.0000,2.2000,-23.3449,1,792398000,2016,453010,45
001161,01,2016-02-29,AMD,192679923.0000,2.1400,-2.7273,2,793248000,2016,453010,45
001161,01,2016-03-31,AMD,333068969.0000,2.8500,33.1776,3,793494000,2016,453010,45
001161,01,2016-04-30,AMD,471520891.0000,3.5500,24.5614,4,793520000,2016,453010,45
001161,01,2016-05-31,AMD,394193926.0000,4.5700,28.7324,5,793520000,2016,453010,45
001161,01,2016-06-30,AMD,625204910.0000,5.1400,12.4726,6,793520000,2016,453010,45
001161,01,2016-07-31,AMD,699339140.0000,6.8600,33.4630,7,795558000,2016,453010,45
001161,01,2016-08-31,AMD,605280620.0000,7.4000,7.8717,8,795558000,2016,453010,45
001161,01,2016-09-30,AMD,1041086120.0000,6.9100,-6.6216,9,895000000,2016,453010,45
001161,01,2016-10-31,AMD,868072710.0000,7.2300,4.6310,10,926869000,2016,453010,45
001161,01,2016-11-30,AMD,988928510.0000,8.9100,23.2365,11,926869000,2016,453010,45
001161,01,2016-12-31,AMD,1153077650.0000,11.3400,27.2727,12,926869000,2016,453010,45
001161,01,2017-01-31,AMD,875880890.0000,10.3700,-8.5538,1,926869000,2017,453010,45
001161,01,2017-02-28,AMD,1568686480.0000,14.4600,39.4407,2,940758000,2017,453010,45
001161,01,2017-03-31,AMD,1727439760.0000,14.5500,0.6224,3,941399000,2017,453010,45
001161,01,2017-04-30,AMD,941088150.0000,13.3000,-8.5911,4,941399000,2017,453010,45
001161,01,2017-05-31,AMD,1705353040.0000,11.1900,-15.8647,5,945016000,2017,453010,45
001161,01,2017-06-30,AMD,2202045360.0000,12.4800,11.5282,6,945016000,2017,453010,45
001161,01,2017-07-31,AMD,1701538260.0000,13.6100,9.0545,7,945016000,2017,453010,45
001161,01,2017-08-31,AMD,1185851820.0000,13.0000,-4.4820,8,946779000,2017,453010,45
001161,01,2017-09-30,AMD,1199324280.0000,12.7500,-1.9231,9,946779000,2017,453010,45
001161,01,2017-10-31,AMD,1348361940.0000,10.9850,-13.8431,10,946779000,2017,453010,45
001161,01,2017-11-30,AMD,1036801960.0000,10.8900,-0.8648,11,964799000,2017,453010,45
001161,01,2017-12-31,AMD,793803050.0000,10.2800,-5.6015,12,964799000,2017,453010,45
001161,01,2018-01-31,AMD,1324529750.0000,13.7400,33.6576,1,964799000,2018,453010,45
001161,01,2018-02-28,AMD,1096894820.0000,12.1100,-11.8632,2,969110000,2018,453010,45
001161,01,2018-03-31,AMD,1476443760.0000,10.0500,-17.0107,3,969132000,2018,453010,45
001161,01,2018-04-30,AMD,1156040320.0000,10.8800,8.2587,4,969132000,2018,453010,45
001161,01,2018-05-31,AMD,1017402970.0000,13.7300,26.1949,5,969344000,2018,453010,45
001161,01,2018-06-30,AMD,1629146350.0000,14.9900,9.1770,6,969344000,2018,453010,45
001161,01,2018-07-31,AMD,1449351740.0000,18.3300,22.2815,7,969344000,2018,453010,45
001161,01,2018-08-31,AMD,2192195870.0000,25.1700,37.3159,8,974872000,2018,453010,45
001161,01,2018-09-30,AMD,3052330590.0000,30.8900,22.7255,9,974872000,2018,453010,45
001161,01,2018-10-31,AMD,2638663290.0000,18.2100,-41.0489,10,974872000,2018,453010,45
001161,01,2018-11-30,AMD,2133834130.0000,21.3000,16.9687,11,999407000,2018,453010,45
001161,01,2018-12-31,AMD,1973234860.0000,18.4600,-13.3333,12,999407000,2018,453010,45
001161,01,2019-01-31,AMD,2295990490.0000,24.4100,32.2319,1,999407000,2019,453010,45
001161,01,2019-02-28,AMD,1289967820.0000,23.5300,-3.6051,2,1005299000,2019,453010,45
001161,01,2019-03-31,AMD,1488983780.0000,25.5200,8.4573,3,1081564000,2019,453010,45
001161,01,2019-04-30,AMD,1266731090.0000,27.6300,8.2680,4,1081564000,2019,453010,45
001161,01,2019-05-31,AMD,1669348200.0000,27.4100,-0.7962,5,1081601000,2019,453010,45
001161,01,2019-06-30,AMD,1572168140.0000,30.3700,10.7990,6,1081601000,2019,453010,45
001161,01,2019-07-31,AMD,1147068180.0000,30.4500,0.2634,7,1081601000,2019,453010,45
001161,01,2019-08-31,AMD,1641206120.0000,31.4500,3.2841,8,1085546000,2019,453010,45
001161,01,2019-09-30,AMD,1018616970.0000,28.9900,-7.8219,9,1085546000,2019,453010,45
001161,01,2019-10-31,AMD,1067889860.0000,33.9300,17.0404,10,1113628000,2019,453010,45
001161,01,2019-11-30,AMD,1200669070.0000,39.1500,15.3846,11,1113628000,2019,453010,45
001161,01,2019-12-31,AMD,982573860.0000,45.8600,17.1392,12,1113628000,2019,453010,45
001161,01,2020-01-31,AMD,1222370850.0000,47.0000,2.4858,1,1113628000,2020,453010,45
001161,01,2020-02-29,AMD,1278614820.0000,45.4800,-3.2340,2,1169662000,2020,453010,45
001161,01,2020-03-31,AMD,2084396610.0000,45.4800,0.0000,3,1170852000,2020,453010,45
001161,01,2020-04-30,AMD,1706180200.0000,52.3900,15.1935,4,1171190000,2020,453010,45
001161,01,2020-05-31,AMD,1189618470.0000,53.8000,2.6914,5,1171190000,2020,453010,45
001161,01,2020-06-30,AMD,1171081230.0000,52.6100,-2.2119,6,1171190000,2020,453010,45
001161,01,2020-07-31,AMD,1555978810.0000,77.4300,47.1773,7,1174057000,2020,453010,45
001161,01,2020-08-31,AMD,1218233510.0000,90.8200,17.2930,8,1174057000,2020,453010,45
001161,01,2020-09-30,AMD,1165426270.0000,81.9900,-9.7225,9,1174057000,2020,453010,45
001161,01,2020-10-31,AMD,1177709660.0000,75.2900,-8.1717,10,1202712000,2020,453010,45
001161,01,2020-11-30,AMD,904721930.0000,92.6600,23.0708,11,1202712000,2020,453010,45
001161,01,2020-12-31,AMD,846475290.0000,91.7100,-1.0253,12,1202712000,2020,453010,45
001161,01,2021-01-31,AMD,992735350.0000,85.6400,-6.6187,1,1202712000,2021,453010,45
001161,01,2021-02-28,AMD,732697740.0000,84.5100,-1.3195,2,1211280000,2021,453010,45
001161,01,2021-03-31,AMD,1004540320.0000,78.5000,-7.1116,3,1211803000,2021,453010,45
001161,01,2021-04-30,AMD,982888750.0000,81.6200,3.9745,4,1215021000,2021,453010,45
001161,01,2021-05-31,AMD,891236450.0000,80.0800,-1.8868,5,1215021000,2021,453010,45
001161,01,2021-06-30,AMD,810304820.0000,93.9300,17.2952,6,1215021000,2021,453010,45
001161,01,2021-07-31,AMD,1134654060.0000,106.1900,13.0523,7,1212965000,2021,453010,45
001161,01,2021-08-31,AMD,1995002680.0000,110.7200,4.2659,8,1212965000,2021,453010,45
001161,01,2021-09-30,AMD,865514710.0000,102.9000,-7.0629,9,1212965000,2021,453010,45
001161,01,2021-10-31,AMD,927659850.0000,120.2300,16.8416,10,1207610000,2021,453010,45
001161,01,2021-11-30,AMD,1370946980.0000,158.3700,31.7225,11,1207610000,2021,453010,45
001161,01,2021-12-31,AMD,1172592020.0000,143.9000,-9.1368,12,1207610000,2021,453010,45
001161,01,2022-01-31,AMD,1634931350.0000,114.2500,-20.6046,1,1207610000,2022,453010,45
001161,01,2022-02-28,AMD,2276783480.0000,123.3400,7.9562,2,1627365000,2022,453010,45
001161,01,2022-03-31,AMD,2456334370.0000,109.3400,-11.3507,3,1627365000,2022,453010,45
001161,01,2022-04-30,AMD,1714849650.0000,85.5200,-21.7853,4,1620158000,2022,453010,45
001161,01,2022-05-31,AMD,2891488220.0000,101.8600,19.1066,5,1620508000,2022,453010,45
001161,01,2022-06-30,AMD,2027823070.0000,76.4700,-24.9264,6,1620508000,2022,453010,45
001161,01,2022-07-31,AMD,1630483250.0000,94.4700,23.5386,7,1620508000,2022,453010,45
001161,01,2022-08-31,AMD,1795873400.0000,84.8700,-10.1620,8,1620508000,2022,453010,45
001161,01,2022-09-30,AMD,1675038290.0000,63.3600,-25.3446,9,1614321000,2022,453010,45
001161,01,2022-10-31,AMD,1956708330.0000,60.0600,-5.2083,10,1614321000,2022,453010,45
001161,01,2022-11-30,AMD,1676078360.0000,77.6300,29.2541,11,1612356000,2022,453010,45
001161,01,2022-12-31,AMD,1148164450.0000,64.7700,-16.5658,12,1612356000,2022,453010,45
001161,01,2023-01-31,AMD,1076691080.0000,75.1500,16.0259,1,1612356000,2023,453010,45
001161,01,2023-02-28,AMD,1143427710.0000,78.5800,4.5642,2,1612356000,2023,453010,45
001161,01,2023-03-31,AMD,1650597390.0000,98.0100,24.7264,3,1611388000,2023,453010,45
001161,01,2023-04-30,AMD,893315750.0000,89.3700,-8.8154,4,1611388000,2023,453010,45
001161,01,2023-05-31,AMD,1755289690.0000,118.2100,32.2703,5,1610362000,2023,453010,45
001161,01,2023-06-30,AMD,1539340380.0000,113.9100,-3.6376,6,1610362000,2023,453010,45
001161,01,2023-07-31,AMD,1138805130.0000,114.4000,0.4302,7,1610362000,2023,453010,45
001161,01,2023-08-31,AMD,1564763590.0000,105.7200,-7.5874,8,1615671000,2023,453010,45
001161,01,2023-09-30,AMD,1043073270.0000,102.8200,-2.7431,9,1615671000,2023,453010,45
001161,01,2023-10-31,AMD,1155013910.0000,98.5000,-4.2015,10,1615671000,2023,453010,45
001161,01,2023-11-30,AMD,1109073200.0000,121.1600,23.0051,11,1615499000,2023,453010,45
001161,01,2023-12-31,AMD,1276921000.0000,147.4100,21.6656,12,1615499000,2023,453010,45
001161,01,2024-01-31,AMD,1946209470.0000,167.6900,13.7575,1,1615499000,2024,453010,45
001161,01,2024-02-29,AMD,1267122450.0000,192.5300,14.8130,2,1615787000,2024,453010,45
001161,01,2024-03-31,AMD,1522604650.0000,180.4900,-6.2536,3,1615787000,2024,453010,45
001161,01,2024-04-30,AMD,1236579250.0000,158.3800,-12.2500,4,1616140000,2024,453010,45
001161,01,2024-05-31,AMD,1115399110.0000,166.9000,5.3795,5,1616314000,2024,453010,45
001161,01,2024-06-30,AMD,956204070.0000,162.2100,-2.8101,6,1616314000,2024,453010,45
001161,01,2024-07-31,AMD,1233060290.0000,144.4800,-10.9303,7,1616314000,2024,453010,45
001161,01,2024-08-31,AMD,1094886150.0000,148.5600,2.8239,8,1618482000,2024,453010,45
001161,01,2024-09-30,AMD,654844630.0000,164.0800,10.4470,9,1618482000,2024,453010,45
001161,01,2024-10-31,AMD,894336020.0000,144.0700,-12.1953,10,1622807000,2024,453010,45
001161,01,2024-11-30,AMD,608435010.0000,137.1750,-4.7859,11,1622807000,2024,453010,45
001161,01,2024-12-31,AMD,810001270.0000,120.7900,-11.9446,12,1622807000,2024,453010,45
001300,01,2015-01-31,HON,69800283.0000,97.7600,-2.1617,1,782810000,2015,201050,20
001300,01,2015-02-28,HON,45866620.0000,102.7800,5.6644,2,782663000,2015,201050,20
001300,01,2015-03-31,HON,65434205.0000,104.3100,1.4886,3,780629000,2015,201050,20
001300,01,2015-04-30,HON,57411603.0000,100.9200,-3.2499,4,781707000,2015,201050,20
001300,01,2015-05-31,HON,61951938.0000,104.2000,3.7629,5,781707000,2015,201050,20
001300,01,2015-06-30,HON,44065039.0000,101.9700,-2.1401,6,781707000,2015,201050,20
001300,01,2015-07-31,HON,62290338.0000,105.0500,3.0205,7,781762000,2015,201050,20
001300,01,2015-08-31,HON,75184105.0000,99.2700,-5.0095,8,781762000,2015,201050,20
001300,01,2015-09-30,HON,78936324.0000,94.6900,-4.6137,9,781762000,2015,201050,20
001300,01,2015-10-31,HON,86139104.0000,103.2800,9.0717,10,770691000,2015,201050,20
001300,01,2015-11-30,HON,55656169.0000,103.9500,1.2248,11,770691000,2015,201050,20
001300,01,2015-12-31,HON,73072385.0000,103.5700,-0.3656,12,770691000,2015,201050,20
001300,01,2016-01-31,HON,71864126.0000,103.2000,-0.3572,1,770691000,2016,201050,20
001300,01,2016-02-29,HON,110173576.0000,101.3500,-1.2161,2,769323000,2016,201050,20
001300,01,2016-03-31,HON,74129919.0000,112.0500,10.5575,3,761335000,2016,201050,20
001300,01,2016-04-30,HON,57635562.0000,114.2700,1.9813,4,762115000,2016,201050,20
001300,01,2016-05-31,HON,53931960.0000,113.8300,0.1356,5,762115000,2016,201050,20
001300,01,2016-06-30,HON,59502910.0000,116.3200,2.1875,6,762115000,2016,201050,20
001300,01,2016-07-31,HON,60960255.0000,116.3300,0.0086,7,760875000,2016,201050,20
001300,01,2016-08-31,HON,43470225.0000,116.7100,0.8381,8,760875000,2016,201050,20
001300,01,2016-09-30,HON,66200794.0000,116.5900,-0.1028,9,760875000,2016,201050,20
001300,01,2016-10-31,HON,99788171.0000,109.6800,-5.3607,10,762125000,2016,201050,20
001300,01,2016-11-30,HON,69790137.0000,113.9400,4.4903,11,762125000,2016,201050,20
001300,01,2016-12-31,HON,75576206.0000,115.8500,1.6763,12,762125000,2016,201050,20
001300,01,2017-01-31,HON,66476054.0000,118.3200,2.1321,1,762125000,2017,201050,20
001300,01,2017-02-28,HON,56488389.0000,124.5000,5.7852,2,761194000,2017,201050,20
001300,01,2017-03-31,HON,58868300.0000,124.8700,0.2972,3,760718000,2017,201050,20
001300,01,2017-04-30,HON,61500464.0000,131.1400,5.0212,4,762338000,2017,201050,20
001300,01,2017-05-31,HON,59550079.0000,132.9900,1.9178,5,762338000,2017,201050,20
001300,01,2017-06-30,HON,54046999.0000,133.2900,0.2256,6,762338000,2017,201050,20
001300,01,2017-07-31,HON,46402992.0000,136.1200,2.1232,7,760569000,2017,201050,20
001300,01,2017-08-31,HON,55060714.0000,138.2700,2.0680,8,760569000,2017,201050,20
001300,01,2017-09-30,HON,56690238.0000,141.7400,2.5096,9,760569000,2017,201050,20
001300,01,2017-10-31,HON,54795860.0000,144.1600,1.7074,10,761823000,2017,201050,20
001300,01,2017-11-30,HON,53207885.0000,155.9600,8.7021,11,761823000,2017,201050,20
001300,01,2017-12-31,HON,59151907.0000,153.3600,-1.6671,12,756810000,2017,201050,20
001300,01,2018-01-31,HON,71981179.0000,159.6700,4.1145,1,756810000,2018,201050,20
001300,01,2018-02-28,HON,68158288.0000,151.1100,-4.8945,2,752002000,2018,201050,20
001300,01,2018-03-31,HON,62255567.0000,144.5100,-4.3677,3,748381000,2018,201050,20
001300,01,2018-04-30,HON,60670830.0000,144.6800,0.1176,4,746930000,2018,201050,20
001300,01,2018-05-31,HON,56536852.0000,147.9100,2.7474,5,746930000,2018,201050,20
001300,01,2018-06-30,HON,52150773.0000,144.0500,-2.6097,6,746930000,2018,201050,20
001300,01,2018-07-31,HON,61454755.0000,159.6500,10.8296,7,742611000,2018,201050,20
001300,01,2018-08-31,HON,53492729.0000,159.0600,0.0971,8,742611000,2018,201050,20
001300,01,2018-09-30,HON,46541139.0000,166.4000,4.6146,9,742611000,2018,201050,20
001300,01,2018-10-31,HON,86343885.0000,144.8200,-9.1066,10,740288000,2018,201050,20
001300,01,2018-11-30,HON,67250265.0000,146.7500,1.8989,11,740288000,2018,201050,20
001300,01,2018-12-31,HON,67757436.0000,132.1200,-9.9693,12,740288000,2018,201050,20
